Time,refrigerator,kitchen_outlets1,kitchen_outlets2,microwave,lighting
2011-04-27 08:23:00,7,1,1,5,8
2011-04-27 08:24:00,7,1,1,5,8
2011-04-27 08:25:00,7,1,1,5,8
2011-04-27 08:26:00,7,1,1,5,8
2011-04-27 08:27:00,7,1,1,5,8
2011-04-27 08:28:00,7,1,1,5,8
2011-04-27 08:29:00,7,1,1,5,8
2011-04-27 08:30:00,188,1,1,5,9
2011-04-27 08:31:00,181,0,1,5,9
2011-04-27 08:32:00,170,0,1,5,9
2011-04-27 08:33:00,169,0,1,5,9
2011-04-27 08:34:00,168,0,1,5,9
2011-04-27 08:35:00,166,0,1,5,9
2011-04-27 08:36:00,164,0,1,5,9
2011-04-27 08:37:00,164,0,1,5,9
2011-04-27 08:38:00,162,0,1,5,9
2011-04-27 08:39:00,162,0,1,5,9
2011-04-27 08:40:00,162,0,1,5,9
2011-04-27 08:41:00,160,0,1,5,9
2011-04-27 08:42:00,160,0,1,5,9
2011-04-27 08:43:00,159,0,1,5,9
2011-04-27 08:44:00,158,0,1,5,9
2011-04-27 08:45:00,159,0,1,5,9
2011-04-27 08:46:00,158,0,1,5,9
2011-04-27 08:47:00,159,0,1,5,9
2011-04-27 08:48:00,158,1,1,5,9
2011-04-27 08:49:00,7,1,1,5,8
2011-04-27 08:50:00,7,1,1,5,8
2011-04-27 08:51:00,7,1,1,5,8
2011-04-27 08:52:00,7,1,1,5,8
2011-04-27 08:53:00,7,1,1,5,8
2011-04-27 08:54:00,7,1,1,4,8
2011-04-27 08:55:00,7,1,1,4,8
2011-04-27 08:56:00,7,1,1,5,8
2011-04-27 08:57:00,7,1,1,4,8
2011-04-27 08:58:00,7,1,1,5,8
2011-04-27 08:59:00,7,1,1,5,8
2011-04-27 09:00:00,7,1,1,5,8
2011-04-27 09:01:00,7,1,1,5,8
2011-04-27 09:02:00,7,1,1,5,8
2011-04-27 09:03:00,7,1,1,5,8
2011-04-27 09:04:00,7,1,1,5,8
2011-04-27 09:05:00,7,1,1,5,8
2011-04-27 09:06:00,7,1,1,5,8
2011-04-27 09:07:00,7,1,1,5,8
2011-04-27 09:08:00,7,1,1,5,8
2011-04-27 09:09:00,7,1,1,5,8
2011-04-27 09:10:00,7,1,1,5,8
2011-04-27 09:11:00,7,1,1,5,8
2011-04-27 09:12:00,7,1,1,5,8
2011-04-27 09:13:00,7,1,1,5,8
2011-04-27 09:14:00,7,1,1,5,8
2011-04-27 09:15:00,7,1,1,5,8
2011-04-27 09:16:00,7,1,1,5,8
2011-04-27 09:17:00,7,1,1,4,8
2011-04-27 09:18:00,7,1,1,5,8
2011-04-27 09:19:00,7,1,1,5,8
2011-04-27 09:20:00,7,1,1,5,8
2011-04-27 09:21:00,7,1,1,5,8
2011-04-27 09:22:00,7,1,1,5,8
2011-04-27 09:23:00,185,1,1,5,9
2011-04-27 09:24:00,185,0,1,5,9
2011-04-27 09:25:00,174,0,1,5,9
2011-04-27 09:26:00,169,0,1,5,9
2011-04-27 09:27:00,167,0,1,5,9
2011-04-27 09:28:00,166,0,1,5,9
2011-04-27 09:29:00,165,0,1,5,9
2011-04-27 09:30:00,164,0,1,5,9
2011-04-27 09:31:00,163,0,1,5,9
2011-04-27 09:32:00,162,0,1,5,9
2011-04-27 09:33:00,162,0,1,5,9
2011-04-27 09:34:00,161,0,1,5,9
2011-04-27 09:35:00,161,0,1,5,9
2011-04-27 09:36:00,161,0,1,5,9
2011-04-27 09:37:00,160,0,1,5,9
2011-04-27 09:38:00,159,0,1,5,9
2011-04-27 09:39:00,159,0,1,5,9
2011-04-27 09:40:00,159,0,1,5,9
2011-04-27 09:41:00,159,0,1,5,9
2011-04-27 09:42:00,157,1,1,5,9
2011-04-27 09:43:00,7,1,1,5,8
2011-04-27 09:44:00,7,1,1,4,8
2011-04-27 09:45:00,7,1,1,5,8
2011-04-27 09:46:00,7,1,1,5,8
2011-04-27 09:47:00,7,1,1,4,8
2011-04-27 09:48:00,7,1,1,5,8
2011-04-27 09:49:00,7,1,1,4,8
2011-04-27 09:50:00,7,1,1,5,8
2011-04-27 09:51:00,7,1,1,5,8
2011-04-27 09:52:00,7,1,1,5,8
2011-04-27 09:53:00,7,1,1,4,8
2011-04-27 09:54:00,7,1,1,4,8
2011-04-27 09:55:00,7,1,1,5,8
2011-04-27 09:56:00,7,1,1,5,8
2011-04-27 09:57:00,7,1,1,5,8
2011-04-27 09:58:00,7,1,1,5,8
2011-04-27 09:59:00,7,1,1,5,8
2011-04-27 10:00:00,7,1,1,4,8
2011-04-27 10:01:00,7,1,1,5,8
2011-04-27 10:02:00,7,1,1,5,8
2011-04-27 10:03:00,7,1,1,5,8
2011-04-27 10:04:00,7,1,1,5,8
2011-04-27 10:05:00,7,1,1,5,8
2011-04-27 10:06:00,7,1,1,5,8
2011-04-27 10:07:00,7,1,1,5,8
2011-04-27 10:08:00,7,1,1,5,8
2011-04-27 10:09:00,7,1,1,5,8
2011-04-27 10:10:00,7,1,1,5,8
2011-04-27 10:11:00,7,1,1,4,8
2011-04-27 10:12:00,7,1,1,5,8
2011-04-27 10:13:00,7,1,1,4,8
2011-04-27 10:14:00,7,1,1,5,8
2011-04-27 10:15:00,7,1,1,5,8
2011-04-27 10:16:00,7,1,1,5,8
2011-04-27 10:17:00,189,1,1,5,9
2011-04-27 10:18:00,181,0,1,5,9
2011-04-27 10:19:00,174,0,1,5,9
2011-04-27 10:20:00,170,0,1,5,9
2011-04-27 10:21:00,169,0,1,5,9
2011-04-27 10:22:00,167,0,1,5,9
2011-04-27 10:23:00,165,0,1,5,9
2011-04-27 10:24:00,164,0,1,5,9
2011-04-27 10:25:00,163,0,1,5,9
2011-04-27 10:26:00,162,0,1,5,9
2011-04-27 10:27:00,161,0,1,5,9
2011-04-27 10:28:00,161,0,1,5,9
2011-04-27 10:29:00,161,0,1,5,9
2011-04-27 10:30:00,160,0,1,5,9
2011-04-27 10:31:00,159,0,1,5,9
2011-04-27 10:32:00,159,0,1,5,9
2011-04-27 10:33:00,160,0,1,5,9
2011-04-27 10:34:00,158,0,1,5,9
2011-04-27 10:35:00,158,1,1,5,9
2011-04-27 10:36:00,7,1,1,5,8
2011-04-27 10:37:00,7,1,1,4,8
2011-04-27 10:38:00,7,1,1,4,8
2011-04-27 10:39:00,7,1,1,4,8
2011-04-27 10:40:00,7,1,1,4,8
2011-04-27 10:41:00,7,1,1,4,8
2011-04-27 10:42:00,7,1,1,5,8
2011-04-27 10:43:00,7,1,1,4,8
2011-04-27 10:44:00,7,1,1,5,8
2011-04-27 10:45:00,7,1,1,5,8
2011-04-27 10:46:00,7,1,1,5,8
2011-04-27 10:47:00,7,1,1,5,8
2011-04-27 10:48:00,7,1,1,4,8
2011-04-27 10:49:00,7,1,1,5,8
2011-04-27 10:50:00,7,1,1,5,8
2011-04-27 10:51:00,7,1,1,5,8
2011-04-27 10:52:00,6,1,1,4,8
2011-04-27 10:53:00,6,1,1,4,8
2011-04-27 10:54:00,7,1,1,5,8
2011-04-27 10:55:00,7,1,1,4,8
2011-04-27 10:56:00,7,1,1,5,8
2011-04-27 10:57:00,7,1,1,5,8
2011-04-27 10:58:00,7,1,1,5,8
2011-04-27 10:59:00,7,1,1,5,8
2011-04-27 11:00:00,7,1,1,5,8
2011-04-27 11:01:00,6,1,1,5,8
2011-04-27 11:02:00,7,1,1,5,8
2011-04-27 11:03:00,7,1,1,5,8
2011-04-27 11:04:00,7,1,1,4,8
2011-04-27 11:05:00,7,1,1,5,8
2011-04-27 11:06:00,7,1,1,5,8
2011-04-27 11:07:00,7,1,1,5,8
2011-04-27 11:08:00,7,1,1,5,8
2011-04-27 11:09:00,7,1,1,5,9
2011-04-27 11:10:00,186,1,1,5,9
2011-04-27 11:11:00,189,0,1,5,9
2011-04-27 11:12:00,177,0,1,5,9
2011-04-27 11:13:00,172,0,1,5,9
2011-04-27 11:14:00,170,0,1,5,9
2011-04-27 11:15:00,170,0,1,5,9
2011-04-27 11:16:00,166,0,1,5,9
2011-04-27 11:17:00,165,0,1,5,9
2011-04-27 11:18:00,164,0,1,5,9
2011-04-27 11:19:00,164,0,1,5,9
2011-04-27 11:20:00,163,0,1,5,9
2011-04-27 11:21:00,161,0,1,5,9
2011-04-27 11:22:00,161,0,1,5,9
2011-04-27 11:23:00,160,0,1,5,9
2011-04-27 11:24:00,159,0,1,5,9
2011-04-27 11:25:00,159,0,1,5,9
2011-04-27 11:26:00,158,0,1,5,9
2011-04-27 11:27:00,158,0,1,5,9
2011-04-27 11:28:00,158,0,1,5,9
2011-04-27 11:29:00,156,1,1,5,9
2011-04-27 11:30:00,7,1,1,4,8
2011-04-27 11:31:00,7,1,1,4,8
2011-04-27 11:32:00,7,1,1,5,8
2011-04-27 11:33:00,7,1,1,5,8
2011-04-27 11:34:00,7,1,1,4,8
2011-04-27 11:35:00,7,1,1,5,8
2011-04-27 11:36:00,7,1,1,4,8
2011-04-27 11:37:00,7,1,1,5,8
2011-04-27 11:38:00,7,1,1,5,8
2011-04-27 11:39:00,7,1,1,5,8
2011-04-27 11:40:00,7,1,1,5,8
2011-04-27 11:41:00,7,1,1,5,8
2011-04-27 11:42:00,7,1,1,5,8
2011-04-27 11:43:00,7,1,1,5,8
2011-04-27 11:44:00,7,1,1,5,8
2011-04-27 11:45:00,7,1,1,5,8
2011-04-27 11:46:00,7,1,1,4,8
2011-04-27 11:47:00,7,1,1,5,8
2011-04-27 11:48:00,7,1,1,5,8
2011-04-27 11:49:00,7,1,1,4,8
2011-04-27 11:50:00,7,1,1,5,8
2011-04-27 11:51:00,7,1,1,5,8
2011-04-27 11:52:00,7,1,1,5,8
2011-04-27 11:53:00,7,1,1,5,8
2011-04-27 11:54:00,7,1,1,5,8
2011-04-27 11:55:00,7,1,1,4,8
2011-04-27 11:56:00,6,1,1,5,8
2011-04-27 11:57:00,7,1,1,5,8
2011-04-27 11:58:00,7,1,1,5,8
2011-04-27 11:59:00,7,1,1,5,8
2011-04-27 12:00:00,7,1,1,5,8
2011-04-27 12:01:00,6,1,1,5,8
2011-04-27 12:02:00,7,1,1,5,8
2011-04-27 12:03:00,7,1,1,4,8
2011-04-27 12:04:00,192,1,1,5,9
2011-04-27 12:05:00,187,0,1,5,9
2011-04-27 12:06:00,172,0,1,5,9
2011-04-27 12:07:00,168,0,1,5,9
2011-04-27 12:08:00,167,0,1,5,9
2011-04-27 12:09:00,166,0,1,5,9
2011-04-27 12:10:00,165,0,1,5,9
2011-04-27 12:11:00,164,0,1,5,9
2011-04-27 12:12:00,162,0,1,5,9
2011-04-27 12:13:00,162,0,1,5,9
2011-04-27 12:14:00,161,0,1,5,9
2011-04-27 12:15:00,161,0,1,5,9
2011-04-27 12:16:00,160,0,1,5,9
2011-04-27 12:17:00,160,0,1,5,9
2011-04-27 12:18:00,159,0,1,5,9
2011-04-27 12:19:00,158,0,1,5,9
2011-04-27 12:20:00,158,0,1,5,9
2011-04-27 12:21:00,158,0,1,5,9
2011-04-27 12:22:00,157,1,1,5,9
2011-04-27 12:23:00,7,1,1,5,8
2011-04-27 12:24:00,6,1,1,5,8
2011-04-27 12:25:00,7,1,1,5,8
2011-04-27 12:26:00,7,1,1,5,8
2011-04-27 12:27:00,7,1,1,5,8
2011-04-27 12:28:00,7,1,1,5,8
2011-04-27 12:29:00,7,1,1,5,8
2011-04-27 12:30:00,7,1,1,4,8
2011-04-27 12:31:00,7,1,1,5,8
2011-04-27 12:32:00,6,1,1,5,8
2011-04-27 12:33:00,7,1,1,4,8
2011-04-27 12:34:00,7,1,1,4,8
2011-04-27 12:35:00,7,1,1,5,8
2011-04-27 12:36:00,7,1,1,5,8
2011-04-27 12:37:00,6,1,1,5,8
2011-04-27 12:38:00,7,1,1,5,8
2011-04-27 12:39:00,6,1,1,5,8
2011-04-27 12:40:00,7,1,1,5,8
2011-04-27 12:41:00,7,1,1,5,8
2011-04-27 12:42:00,7,1,1,4,8
2011-04-27 12:43:00,6,1,1,5,8
2011-04-27 12:44:00,6,1,1,5,8
2011-04-27 12:45:00,7,1,1,5,8
2011-04-27 12:46:00,7,1,1,5,8
2011-04-27 12:47:00,7,1,1,5,8
2011-04-27 12:48:00,7,1,1,5,8
2011-04-27 12:49:00,6,1,1,5,8
2011-04-27 12:50:00,7,1,1,5,8
2011-04-27 12:51:00,6,1,1,5,8
2011-04-27 12:52:00,6,1,1,5,8
2011-04-27 12:53:00,7,1,1,5,8
2011-04-27 12:54:00,7,1,1,5,8
2011-04-27 12:55:00,7,1,1,5,8
2011-04-27 12:56:00,6,1,1,4,8
2011-04-27 12:57:00,47,1,1,5,8
2011-04-27 12:58:00,1969,4,1085,5,9
2011-04-27 12:59:00,174,5,1066,4,6
2011-04-27 13:00:00,162,5,1072,3,6
2011-04-27 13:01:00,160,5,1070,3,6
2011-04-27 13:02:00,158,5,1070,3,5
2011-04-27 13:03:00,157,5,1064,3,6
2011-04-27 13:04:00,165,4,1057,5,9
2011-04-27 13:05:00,164,4,1067,5,9
2011-04-27 13:06:00,163,0,1,5,9
2011-04-27 13:07:00,162,0,1,5,9
2011-04-27 13:08:00,161,4,1065,5,9
2011-04-27 13:09:00,161,0,1,5,9
2011-04-27 13:10:00,160,4,1065,5,9
2011-04-27 13:11:00,159,0,1,5,9
2011-04-27 13:12:00,159,0,1,5,9
2011-04-27 13:13:00,158,4,1064,5,9
2011-04-27 13:14:00,157,0,1,5,9
2011-04-27 13:15:00,158,0,1,5,9
2011-04-27 13:16:00,159,4,1067,5,9
2011-04-27 13:17:00,158,1,1,5,9
2011-04-27 13:18:00,7,1,1,5,8
2011-04-27 13:19:00,7,5,1063,5,8
2011-04-27 13:20:00,7,1,1,5,8
2011-04-27 13:21:00,7,5,1066,47,8
2011-04-27 13:22:00,8,5,1059,53,21
2011-04-27 13:23:00,7,1,1,47,8
2011-04-27 13:24:00,7,5,1062,47,8
2011-04-27 13:25:00,7,1,1,47,8
2011-04-27 13:26:00,43,1,1,47,8
2011-04-27 13:27:00,7,5,1075,45,8
2011-04-27 13:28:00,7,1,1,45,8
2011-04-27 13:29:00,43,5,1071,45,8
2011-04-27 13:30:00,43,1,1,45,8
2011-04-27 13:31:00,7,1,1,45,8
2011-04-27 13:32:00,7,5,1069,45,8
2011-04-27 13:33:00,7,1,1,45,8
2011-04-27 13:34:00,7,5,1072,45,8
2011-04-27 13:35:00,7,5,1064,45,8
2011-04-27 13:36:00,43,1,1,45,8
2011-04-27 13:37:00,43,5,1070,45,8
2011-04-27 13:38:00,33,5,1062,6,8
2011-04-27 13:39:00,7,1,1,6,8
2011-04-27 13:40:00,7,5,1067,6,8
2011-04-27 13:41:00,7,5,1061,6,8
2011-04-27 13:42:00,189,1,1,6,9
2011-04-27 13:43:00,187,4,1067,5,9
2011-04-27 13:44:00,177,0,1,5,9
2011-04-27 13:45:00,171,0,1,5,9
2011-04-27 13:46:00,169,4,1066,5,9
2011-04-27 13:47:00,167,0,1,5,9
2011-04-27 13:48:00,167,0,1,5,9
2011-04-27 13:49:00,164,0,1,5,9
2011-04-27 13:50:00,163,5,1070,5,9
2011-04-27 13:51:00,163,0,1,5,9
2011-04-27 13:52:00,162,0,1,5,9
2011-04-27 13:53:00,161,4,1065,5,9
2011-04-27 13:54:00,161,0,1,5,9
2011-04-27 13:55:00,160,0,1,5,9
2011-04-27 13:56:00,159,5,1066,5,9
2011-04-27 13:57:00,159,0,1,5,9
2011-04-27 13:58:00,159,0,1,5,9
2011-04-27 13:59:00,158,4,1060,5,9
2011-04-27 14:00:00,158,0,1,5,9
2011-04-27 14:01:00,158,0,1,5,9
2011-04-27 14:02:00,157,8,1063,5,9
2011-04-27 14:03:00,6,1,1,4,8
2011-04-27 14:04:00,6,1,1,5,8
2011-04-27 14:05:00,6,1,1,5,8
2011-04-27 14:06:00,37,32,1119,5,14
2011-04-27 14:07:00,6,1,1,5,8
2011-04-27 14:08:00,6,1,1,5,8
2011-04-27 14:09:00,6,5,1064,4,8
2011-04-27 14:10:00,7,1,1,4,8
2011-04-27 14:11:00,7,1,1,5,8
2011-04-27 14:12:00,6,5,1066,5,8
2011-04-27 14:13:00,7,1,1,4,8
2011-04-27 14:14:00,6,1,1,5,8
2011-04-27 14:15:00,7,5,1053,4,8
2011-04-27 14:16:00,6,5,1052,5,8
2011-04-27 14:17:00,7,1,1,5,8
2011-04-27 14:18:00,6,1,1,4,8
2011-04-27 14:19:00,7,5,1063,4,8
2011-04-27 14:20:00,6,1,1,5,8
2011-04-27 14:21:00,7,1,1,5,8
2011-04-27 14:22:00,7,5,1066,4,8
2011-04-27 14:23:00,7,1,1,5,8
2011-04-27 14:24:00,7,1,1,5,8
2011-04-27 14:25:00,7,1,1,4,8
2011-04-27 14:26:00,6,5,1066,5,8
2011-04-27 14:27:00,6,1,1,5,8
2011-04-27 14:28:00,6,1,1,5,8
2011-04-27 14:29:00,6,5,1059,4,8
2011-04-27 14:30:00,7,1,1,4,8
2011-04-27 14:31:00,7,1,1,5,8
2011-04-27 14:32:00,6,1,1,5,8
2011-04-27 14:33:00,6,5,1066,4,8
2011-04-27 14:34:00,7,1,1,5,8
2011-04-27 14:35:00,7,1,1,4,8
2011-04-27 14:36:00,186,4,1067,5,9
2011-04-27 14:37:00,179,4,1059,5,9
2011-04-27 14:38:00,171,0,1,5,9
2011-04-27 14:39:00,167,0,1,5,9
2011-04-27 14:40:00,165,4,1063,5,9
2011-04-27 14:41:00,165,0,1,5,9
2011-04-27 14:42:00,164,0,1,5,9
2011-04-27 14:43:00,163,4,1066,5,9
2011-04-27 14:44:00,162,4,1062,5,9
2011-04-27 14:45:00,162,0,1,5,9
2011-04-27 14:46:00,161,0,1,5,9
2011-04-27 14:47:00,161,0,1,5,9
2011-04-27 14:48:00,162,0,0,5,9
2011-04-27 14:49:00,161,0,0,5,9
2011-04-27 14:50:00,160,0,0,5,9
2011-04-27 14:51:00,159,0,0,5,9
2011-04-27 14:52:00,158,0,0,5,9
2011-04-27 14:53:00,159,0,0,5,9
2011-04-27 14:54:00,158,0,0,5,9
2011-04-27 14:55:00,158,1,0,5,9
2011-04-27 14:56:00,7,1,0,5,8
2011-04-27 14:57:00,7,1,0,5,8
2011-04-27 14:58:00,7,1,0,5,8
2011-04-27 14:59:00,7,1,1,5,8
2011-04-27 15:00:00,7,1,1,5,8
2011-04-27 15:01:00,7,1,1,4,8
2011-04-27 15:02:00,7,1,1,4,8
2011-04-27 15:03:00,7,1,1,4,8
2011-04-27 15:04:00,7,1,1,5,8
2011-04-27 15:05:00,7,1,1,4,8
2011-04-27 15:06:00,7,1,1,4,8
2011-04-27 15:07:00,7,1,1,4,8
2011-04-27 15:08:00,7,1,1,4,8
2011-04-27 15:09:00,7,1,1,4,8
2011-04-27 15:10:00,7,1,1,5,8
2011-04-27 15:11:00,7,0,0,5,8
2011-04-27 15:12:00,7,1,0,5,8
2011-04-27 15:13:00,7,0,0,5,8
2011-04-27 15:14:00,7,0,0,5,8
2011-04-27 15:15:00,7,1,0,5,8
2011-04-27 15:16:00,7,0,0,5,8
2011-04-27 15:17:00,7,1,0,5,8
2011-04-27 15:18:00,7,0,0,5,8
2011-04-27 15:19:00,7,1,0,4,8
2011-04-27 15:20:00,7,1,0,5,8
2011-04-27 15:21:00,7,1,0,5,8
2011-04-27 15:22:00,7,1,0,5,8
2011-04-27 15:23:00,7,1,0,5,8
2011-04-27 15:24:00,7,1,0,5,8
2011-04-27 15:25:00,7,1,1,5,8
2011-04-27 15:26:00,7,1,1,4,8
2011-04-27 15:27:00,7,1,1,5,8
2011-04-27 15:28:00,7,1,1,4,8
2011-04-27 15:29:00,188,1,1,5,9
2011-04-27 15:30:00,182,0,1,5,9
2011-04-27 15:31:00,174,0,1,5,9
2011-04-27 15:32:00,171,0,1,5,9
2011-04-27 15:33:00,169,0,1,5,9
2011-04-27 15:34:00,169,0,1,5,9
2011-04-27 15:35:00,167,0,1,5,9
2011-04-27 15:36:00,165,0,1,5,9
2011-04-27 15:37:00,163,0,1,5,9
2011-04-27 15:38:00,162,0,1,5,9
2011-04-27 15:39:00,163,0,1,5,9
2011-04-27 15:40:00,162,0,1,5,9
2011-04-27 15:41:00,162,0,1,5,9
2011-04-27 15:42:00,196,0,1,5,9
2011-04-27 15:43:00,195,0,1,5,9
2011-04-27 15:44:00,161,0,1,5,9
2011-04-27 15:45:00,160,0,1,5,9
2011-04-27 15:46:00,161,0,1,5,9
2011-04-27 15:47:00,161,0,1,5,9
2011-04-27 15:48:00,197,0,1,5,9
2011-04-27 15:49:00,161,0,1,5,9
2011-04-27 15:50:00,193,0,1,5,9
2011-04-27 15:51:00,194,0,1,5,9
2011-04-27 15:52:00,160,0,1,5,9
2011-04-27 15:53:00,192,0,1,6,9
2011-04-27 15:54:00,196,3,6,1915,11
2011-04-27 15:55:00,165,3,6,1901,11
2011-04-27 15:56:00,160,0,1,5,9
2011-04-27 15:57:00,159,0,1,5,9
2011-04-27 15:58:00,160,0,1,5,9
2011-04-27 15:59:00,159,0,1,5,9
2011-04-27 16:00:00,156,1,1,5,9
2011-04-27 16:01:00,7,1,1,5,8
2011-04-27 16:02:00,6,1,1,4,8
2011-04-27 16:03:00,7,1,1,4,8
2011-04-27 16:04:00,7,1,1,5,8
2011-04-27 16:05:00,6,1,1,5,8
2011-04-27 16:06:00,6,1,1,5,8
2011-04-27 16:07:00,7,1,1,5,8
2011-04-27 16:08:00,7,1,1,4,8
2011-04-27 16:09:00,7,1,1,4,8
2011-04-27 16:10:00,6,1,1,5,8
2011-04-27 16:11:00,7,1,1,4,8
2011-04-27 16:12:00,7,1,1,5,8
2011-04-27 16:13:00,6,1,1,5,8
2011-04-27 16:14:00,6,1,1,4,8
2011-04-27 16:15:00,7,1,1,5,8
2011-04-27 16:16:00,7,1,1,5,8
2011-04-27 16:17:00,7,1,1,4,8
2011-04-27 16:18:00,6,1,1,5,8
2011-04-27 16:19:00,6,1,1,5,8
2011-04-27 16:20:00,7,1,1,5,8
2011-04-27 16:21:00,7,1,1,5,8
2011-04-27 16:22:00,7,1,1,5,8
2011-04-27 16:23:00,7,1,1,4,8
2011-04-27 16:24:00,6,1,1,4,8
2011-04-27 16:25:00,6,1,1,4,8
2011-04-27 16:26:00,7,1,1,5,8
2011-04-27 16:27:00,6,1,1,4,8
2011-04-27 16:28:00,7,1,1,5,8
2011-04-27 16:29:00,6,1,1,4,8
2011-04-27 16:30:00,7,1,1,4,8
2011-04-27 16:31:00,190,1,1,5,9
2011-04-27 16:32:00,187,0,1,5,9
2011-04-27 16:33:00,175,0,1,5,9
2011-04-27 16:34:00,171,0,1,5,9
2011-04-27 16:35:00,170,0,1,5,9
2011-04-27 16:36:00,170,0,1,5,9
2011-04-27 16:37:00,167,0,1,5,9
2011-04-27 16:38:00,167,0,1,5,9
2011-04-27 16:39:00,166,0,1,5,9
2011-04-27 16:40:00,164,0,1,5,9
2011-04-27 16:41:00,165,0,1,5,9
2011-04-27 16:42:00,162,0,1,5,9
2011-04-27 16:43:00,162,0,1,5,9
2011-04-27 16:44:00,162,0,1,5,9
2011-04-27 16:45:00,161,0,1,5,9
2011-04-27 16:46:00,161,0,1,5,9
2011-04-27 16:47:00,161,0,1,5,9
2011-04-27 16:48:00,160,0,1,5,9
2011-04-27 16:49:00,159,0,1,5,9
2011-04-27 16:50:00,159,0,1,5,9
2011-04-27 16:51:00,160,0,1,5,9
2011-04-27 16:52:00,157,1,1,5,9
2011-04-27 16:53:00,7,1,1,4,8
2011-04-27 16:54:00,6,1,1,4,8
2011-04-27 16:55:00,6,1,1,5,8
2011-04-27 16:56:00,6,1,1,5,8
2011-04-27 16:57:00,6,1,1,4,8
2011-04-27 16:58:00,6,1,1,4,8
2011-04-27 16:59:00,7,1,1,5,8
2011-04-27 17:00:00,6,1,1,4,8
2011-04-27 17:01:00,6,1,1,4,8
2011-04-27 17:02:00,6,1,1,4,8
2011-04-27 17:03:00,7,1,1,4,8
2011-04-27 17:04:00,6,1,1,4,8
2011-04-27 17:05:00,6,1,1,4,8
2011-04-27 17:06:00,6,1,1,4,8
2011-04-27 17:07:00,6,1,1,4,8
2011-04-27 17:08:00,6,1,1,4,8
2011-04-27 17:09:00,6,1,1,4,8
2011-04-27 17:10:00,6,1,1,4,8
2011-04-27 17:11:00,7,1,1,4,8
2011-04-27 17:12:00,6,1,1,4,8
2011-04-27 17:13:00,6,1,1,4,8
2011-04-27 17:14:00,7,1,1,5,8
2011-04-27 17:15:00,6,1,1,4,8
2011-04-27 17:16:00,6,1,1,4,8
2011-04-27 17:17:00,7,1,1,4,8
2011-04-27 17:18:00,6,1,1,4,8
2011-04-27 17:19:00,6,1,1,5,8
2011-04-27 17:20:00,6,1,1,4,8
2011-04-27 17:21:00,7,1,1,4,8
2011-04-27 17:22:00,6,1,1,4,8
2011-04-27 17:23:00,6,1,1,5,8
2011-04-27 17:24:00,187,1,1,5,9
2011-04-27 17:25:00,183,0,1,5,9
2011-04-27 17:26:00,171,0,1,5,9
2011-04-27 17:27:00,169,0,1,5,9
2011-04-27 17:28:00,169,0,1,5,9
2011-04-27 17:29:00,168,0,1,5,9
2011-04-27 17:30:00,167,0,1,5,9
2011-04-27 17:31:00,166,0,1,5,9
2011-04-27 17:32:00,165,0,1,5,9
2011-04-27 17:33:00,163,0,1,5,9
2011-04-27 17:34:00,164,0,1,5,9
2011-04-27 17:35:00,163,0,1,5,9
2011-04-27 17:36:00,163,0,1,5,9
2011-04-27 17:37:00,162,0,1,5,9
2011-04-27 17:38:00,162,0,1,5,9
2011-04-27 17:39:00,161,0,1,5,9
2011-04-27 17:40:00,161,0,1,5,9
2011-04-27 17:41:00,161,0,1,5,9
2011-04-27 17:42:00,161,0,1,5,9
2011-04-27 17:43:00,161,0,1,5,9
2011-04-27 17:44:00,160,0,1,5,9
2011-04-27 17:45:00,159,1,1,5,9
2011-04-27 17:46:00,6,1,1,4,8
2011-04-27 17:47:00,7,1,1,4,8
2011-04-27 17:48:00,6,1,1,4,8
2011-04-27 17:49:00,7,1,1,4,8
2011-04-27 17:50:00,6,1,1,5,8
2011-04-27 17:51:00,6,1,1,4,8
2011-04-27 17:52:00,7,1,1,4,8
2011-04-27 17:53:00,6,1,1,4,8
2011-04-27 17:54:00,6,1,1,4,8
2011-04-27 17:55:00,7,1,1,5,8
2011-04-27 17:56:00,7,1,1,5,8
2011-04-27 17:57:00,7,1,1,5,8
2011-04-27 17:58:00,6,1,1,4,8
2011-04-27 17:59:00,6,1,1,4,8
2011-04-27 18:00:00,7,1,1,4,8
2011-04-27 18:01:00,7,1,1,5,8
2011-04-27 18:02:00,7,1,1,5,8
2011-04-27 18:03:00,6,1,1,4,8
2011-04-27 18:04:00,46,1,1,5,8
2011-04-27 18:05:00,43,1,1,5,8
2011-04-27 18:06:00,7,1,1,5,8
2011-04-27 18:07:00,6,1,1,5,8
2011-04-27 18:08:00,7,1,1,5,8
2011-04-27 18:09:00,7,1,1,5,8
2011-04-27 18:10:00,7,1,1,5,8
2011-04-27 18:11:00,188,0,2,5,9
2011-04-27 18:12:00,185,0,1,5,9
2011-04-27 18:13:00,174,0,1,5,9
2011-04-27 18:14:00,208,0,1,5,9
2011-04-27 18:15:00,169,0,1,5,9
2011-04-27 18:16:00,168,0,1,5,9
2011-04-27 18:17:00,168,0,1,5,9
2011-04-27 18:18:00,166,0,1,5,9
2011-04-27 18:19:00,166,0,1,5,9
2011-04-27 18:20:00,166,0,1,5,9
2011-04-27 18:21:00,163,0,1,5,9
2011-04-27 18:22:00,163,773,1,5,9
2011-04-27 18:23:00,201,772,1,2,3
2011-04-27 18:24:00,162,771,2,2,3
2011-04-27 18:25:00,161,773,2,5,9
2011-04-27 18:26:00,197,771,1,5,9
